Operation,RouterA,RouterB
REMOVE_LINK,62096,788
CHECK_CONNECTIVITY,22025,42796
REMOVE_LINK,18905,74581
ADD_LINK,49748,15234
CHECK_CONNECTIVITY,21957,69151
CHECK_CONNECTIVITY,65177,62641
CHECK_CONNECTIVITY,40871,78905
CHECK_CONNECTIVITY,50100,62616
CHECK_CONNECTIVITY,84385,58497
ADD_LINK,33112,4438
ADD_LINK,31590,11478
REMOVE_LINK,68892,89029
CHECK_CONNECTIVITY,55597,23106
ADD_LINK,57343,84078
ADD_LINK,20318,28007
ADD_LINK,36527,21348
CHECK_CONNECTIVITY,50245,22443
REMOVE_LINK,68070,88655
REMOVE_LINK,73568,79
ADD_LINK,66313,75370
REMOVE_LINK,7531,1196
ADD_LINK,42791,67514
ADD_LINK,51630,59498
CHECK_CONNECTIVITY,17739,54572
CHECK_CONNECTIVITY,54082,71365
CHECK_CONNECTIVITY,29910,65474
REMOVE_LINK,83591,21444
ADD_LINK,45750,41688
ADD_LINK,68241,13037
ADD_LINK,73224,1758
ADD_LINK,51547,7089
CHECK_CONNECTIVITY,89528,16785
ADD_LINK,79489,43506
REMOVE_LINK,18178,5696
CHECK_CONNECTIVITY,44630,14245
CHECK_CONNECTIVITY,45867,8904
CHECK_CONNECTIVITY,85449,21928
REMOVE_LINK,31639,12753
CHECK_CONNECTIVITY,84719,30739
CHECK_CONNECTIVITY,18992,44462
ADD_LINK,36971,43310
ADD_LINK,33328,5125
REMOVE_LINK,57017,15344
ADD_LINK,80195,50746
CHECK_CONNECTIVITY,75091,40575
ADD_LINK,58517,77868
CHECK_CONNECTIVITY,9897,8863
CHECK_CONNECTIVITY,47372,76670
REMOVE_LINK,47266,37283
REMOVE_LINK,40650,45694
REMOVE_LINK,46534,83092
ADD_LINK,46057,69650
ADD_LINK,33545,28905
ADD_LINK,62923,34804
ADD_LINK,56689,67685
CHECK_CONNECTIVITY,60237,83898
CHECK_CONNECTIVITY,70594,18638
REMOVE_LINK,36011,54068
CHECK_CONNECTIVITY,22215,63438
CHECK_CONNECTIVITY,875,42720
CHECK_CONNECTIVITY,42322,87063
REMOVE_LINK,77818,61580
CHECK_CONNECTIVITY,71987,15370
REMOVE_LINK,79150,38938
CHECK_CONNECTIVITY,32814,50238
CHECK_CONNECTIVITY,23583,53892
ADD_LINK,26407,55352
ADD_LINK,16566,59158
CHECK_CONNECTIVITY,6065,60725
CHECK_CONNECTIVITY,13463,79034
CHECK_CONNECTIVITY,2232,60451
ADD_LINK,300,38031
REMOVE_LINK,70213,52869
ADD_LINK,47884,40876
CHECK_CONNECTIVITY,80052,55377
REMOVE_LINK,46362,74421
REMOVE_LINK,33810,68105
REMOVE_LINK,57540,81957
ADD_LINK,78352,76569
ADD_LINK,36097,43656
ADD_LINK,6018,48576
ADD_LINK,72415,50433
ADD_LINK,7780,87476
REMOVE_LINK,10969,8613
ADD_LINK,44766,41480
REMOVE_LINK,23475,86127
CHECK_CONNECTIVITY,53810,72404
CHECK_CONNECTIVITY,86782,20838
ADD_LINK,60251,75490
CHECK_CONNECTIVITY,62844,26035
REMOVE_LINK,27826,50709
CHECK_CONNECTIVITY,46272,87093
REMOVE_LINK,13236,30601
CHECK_CONNECTIVITY,52028,45433
CHECK_CONNECTIVITY,8147,43032
REMOVE_LINK,43419,71344
CHECK_CONNECTIVITY,50647,12056
REMOVE_LINK,26031,37120
CHECK_CONNECTIVITY,4434,51779
ADD_LINK,7658,49202
ADD_LINK,82226,73888
REMOVE_LINK,74657,66510
ADD_LINK,84867,17923
CHECK_CONNECTIVITY,11649,45699
REMOVE_LINK,17804,80551
CHECK_CONNECTIVITY,64771,14533
CHECK_CONNECTIVITY,33995,21495
ADD_LINK,16493,78093
REMOVE_LINK,56817,68464
CHECK_CONNECTIVITY,4882,29663
ADD_LINK,30079,37896
ADD_LINK,59463,72056
CHECK_CONNECTIVITY,64401,6273
CHECK_CONNECTIVITY,20305,16171
REMOVE_LINK,3183,60438
REMOVE_LINK,78557,56547
CHECK_CONNECTIVITY,89274,70592
ADD_LINK,84860,52830
REMOVE_LINK,72962,60316
CHECK_CONNECTIVITY,63957,20138
ADD_LINK,42327,16308
CHECK_CONNECTIVITY,32237,50780
ADD_LINK,35848,80214
REMOVE_LINK,33355,84431
CHECK_CONNECTIVITY,50911,83460
ADD_LINK,61163,4777
ADD_LINK,2922,21543
REMOVE_LINK,49937,66363
CHECK_CONNECTIVITY,67934,89343
REMOVE_LINK,83501,5156
CHECK_CONNECTIVITY,74291,20286
CHECK_CONNECTIVITY,1938,8758
REMOVE_LINK,74183,6551
REMOVE_LINK,71073,43336
ADD_LINK,64894,14732
ADD_LINK,84526,7442
CHECK_CONNECTIVITY,5995,48706
REMOVE_LINK,55119,45347
ADD_LINK,85611,58121
ADD_LINK,82699,31492
CHECK_CONNECTIVITY,29783,44529
REMOVE_LINK,48071,79436
CHECK_CONNECTIVITY,2212,6109
CHECK_CONNECTIVITY,63710,30522
REMOVE_LINK,1328,33907
REMOVE_LINK,13783,47867
REMOVE_LINK,69144,55691
ADD_LINK,20767,65336
ADD_LINK,55024,74380
ADD_LINK,75332,35913
CHECK_CONNECTIVITY,3621,62317
REMOVE_LINK,17577,9061
ADD_LINK,77047,88726
CHECK_CONNECTIVITY,17231,83810
CHECK_CONNECTIVITY,63733,61918
ADD_LINK,41059,77734
ADD_LINK,157,70358
REMOVE_LINK,61001,77093
ADD_LINK,28030,84685
REMOVE_LINK,20562,251
CHECK_CONNECTIVITY,59276,55034
REMOVE_LINK,29531,50103
CHECK_CONNECTIVITY,83947,45377
CHECK_CONNECTIVITY,47717,29081
REMOVE_LINK,89375,24633
ADD_LINK,40929,26404
CHECK_CONNECTIVITY,30078,62884
REMOVE_LINK,68768,36812
REMOVE_LINK,55309,41286
REMOVE_LINK,86738,8045
CHECK_CONNECTIVITY,87193,36800
ADD_LINK,53315,25581
ADD_LINK,65383,52944
CHECK_CONNECTIVITY,82227,86245
ADD_LINK,7198,26008
ADD_LINK,36199,1712
REMOVE_LINK,67262,5559
REMOVE_LINK,30568,74118
CHECK_CONNECTIVITY,16935,65304
ADD_LINK,21116,2661
REMOVE_LINK,36342,73789
CHECK_CONNECTIVITY,32701,28005
REMOVE_LINK,14504,28654
ADD_LINK,9304,41184
CHECK_CONNECTIVITY,58514,33884
CHECK_CONNECTIVITY,12726,39792
ADD_LINK,45222,63406
CHECK_CONNECTIVITY,46270,49434
CHECK_CONNECTIVITY,25665,79657
ADD_LINK,84215,32721
CHECK_CONNECTIVITY,45683,7115
REMOVE_LINK,67294,51979
REMOVE_LINK,45370,21141
CHECK_CONNECTIVITY,24064,28937
CHECK_CONNECTIVITY,71406,1478
ADD_LINK,56157,60552
CHECK_CONNECTIVITY,15260,60403
ADD_LINK,19523,12295
REMOVE_LINK,87675,5467
REMOVE_LINK,60440,63259
CHECK_CONNECTIVITY,35809,6038
CHECK_CONNECTIVITY,57579,26596
ADD_LINK,68688,8042
REMOVE_LINK,30789,33825
ADD_LINK,81031,66888
REMOVE_LINK,27848,61126
CHECK_CONNECTIVITY,70169,14035
CHECK_CONNECTIVITY,57279,36330
CHECK_CONNECTIVITY,18545,1277
CHECK_CONNECTIVITY,45340,29760
REMOVE_LINK,88800,79484
REMOVE_LINK,11359,89712
CHECK_CONNECTIVITY,76233,46240
ADD_LINK,72982,72345
ADD_LINK,56875,50237
CHECK_CONNECTIVITY,77463,67258
CHECK_CONNECTIVITY,73499,23889
REMOVE_LINK,34470,80703
CHECK_CONNECTIVITY,40685,2184
ADD_LINK,46221,31959
CHECK_CONNECTIVITY,41418,54048
ADD_LINK,14855,68903
CHECK_CONNECTIVITY,68532,8969
CHECK_CONNECTIVITY,73034,17689
CHECK_CONNECTIVITY,69086,15652
ADD_LINK,12727,50074
REMOVE_LINK,22488,59761
CHECK_CONNECTIVITY,28417,89425
ADD_LINK,44040,31747
REMOVE_LINK,521,6081
REMOVE_LINK,43092,25409
REMOVE_LINK,79709,62877
ADD_LINK,68288,85899
CHECK_CONNECTIVITY,57908,14373
CHECK_CONNECTIVITY,44852,26613
ADD_LINK,34662,42859
CHECK_CONNECTIVITY,87636,34336
ADD_LINK,77040,66176
CHECK_CONNECTIVITY,58196,57596
CHECK_CONNECTIVITY,77406,81124
REMOVE_LINK,63043,4574
REMOVE_LINK,6836,83588
REMOVE_LINK,74914,88806
REMOVE_LINK,60250,21108
ADD_LINK,89520,22487
ADD_LINK,79017,85060
CHECK_CONNECTIVITY,16247,51809
CHECK_CONNECTIVITY,72423,38035
CHECK_CONNECTIVITY,42099,45283
ADD_LINK,75943,51570
REMOVE_LINK,7642,44578
ADD_LINK,65377,31033
CHECK_CONNECTIVITY,39299,44957
REMOVE_LINK,53665,29356
CHECK_CONNECTIVITY,30498,35769
CHECK_CONNECTIVITY,64776,83761
REMOVE_LINK,16948,18470
REMOVE_LINK,78528,44324
REMOVE_LINK,71661,79336
REMOVE_LINK,70901,73282
CHECK_CONNECTIVITY,37283,11805
ADD_LINK,23000,71875
REMOVE_LINK,40002,22675
CHECK_CONNECTIVITY,61351,13438
ADD_LINK,265,8459
CHECK_CONNECTIVITY,72171,8566
CHECK_CONNECTIVITY,9182,72255
CHECK_CONNECTIVITY,32070,34793
CHECK_CONNECTIVITY,78241,34792
REMOVE_LINK,1259,24243
ADD_LINK,6595,36327
CHECK_CONNECTIVITY,8115,80843
CHECK_CONNECTIVITY,69403,48052
ADD_LINK,69895,8472
CHECK_CONNECTIVITY,71324,61091
REMOVE_LINK,14478,31597
CHECK_CONNECTIVITY,76427,86605
ADD_LINK,27463,37804
CHECK_CONNECTIVITY,64683,22759
ADD_LINK,66269,78860
ADD_LINK,22826,17329
REMOVE_LINK,21821,12993
ADD_LINK,14617,8162
REMOVE_LINK,61361,46210
ADD_LINK,6273,25361
CHECK_CONNECTIVITY,21357,81815
ADD_LINK,60904,56939
ADD_LINK,62165,33692
CHECK_CONNECTIVITY,33316,38194
ADD_LINK,33062,55058
REMOVE_LINK,152,75839
REMOVE_LINK,16538,79739
ADD_LINK,45359,49095
REMOVE_LINK,1475,84759
REMOVE_LINK,48171,45340
REMOVE_LINK,49584,44607
ADD_LINK,41270,78416
ADD_LINK,72774,88125
CHECK_CONNECTIVITY,48877,15876
ADD_LINK,64372,25414
ADD_LINK,17007,56532
CHECK_CONNECTIVITY,68474,34279
REMOVE_LINK,29374,35721
REMOVE_LINK,5940,4946
ADD_LINK,59312,15507
CHECK_CONNECTIVITY,76083,45321
CHECK_CONNECTIVITY,14824,68906
CHECK_CONNECTIVITY,81020,23441
ADD_LINK,50288,40549
ADD_LINK,32866,36384
CHECK_CONNECTIVITY,33918,84034
REMOVE_LINK,76142,41416
REMOVE_LINK,5859,16091
ADD_LINK,76239,74132
REMOVE_LINK,33789,76768
REMOVE_LINK,26750,19145
ADD_LINK,40543,78691
ADD_LINK,23354,6530
REMOVE_LINK,78059,63736
REMOVE_LINK,30065,88256
REMOVE_LINK,47168,86896
CHECK_CONNECTIVITY,68280,79268
ADD_LINK,29641,19573
CHECK_CONNECTIVITY,56925,76607
CHECK_CONNECTIVITY,71438,32423
CHECK_CONNECTIVITY,27377,20898
CHECK_CONNECTIVITY,19639,78914
CHECK_CONNECTIVITY,238,86294
ADD_LINK,38017,40003
REMOVE_LINK,17362,8326
REMOVE_LINK,39152,35474
REMOVE_LINK,70863,27266
REMOVE_LINK,56913,38745
REMOVE_LINK,84470,18413
CHECK_CONNECTIVITY,29648,20792
REMOVE_LINK,38029,30370
REMOVE_LINK,11223,84156
REMOVE_LINK,50472,87622
ADD_LINK,86274,43500
REMOVE_LINK,46275,63515
REMOVE_LINK,33188,69841
REMOVE_LINK,19081,44644
ADD_LINK,15271,88293
REMOVE_LINK,60130,40447
REMOVE_LINK,53478,34732
ADD_LINK,24250,68643
REMOVE_LINK,80168,75652
CHECK_CONNECTIVITY,82749,9816
REMOVE_LINK,18855,15625
CHECK_CONNECTIVITY,72739,11972
ADD_LINK,9237,67025
REMOVE_LINK,10482,38720
REMOVE_LINK,6637,73304
CHECK_CONNECTIVITY,40098,78773
REMOVE_LINK,12015,42374
ADD_LINK,9822,53312
ADD_LINK,64717,78108
CHECK_CONNECTIVITY,79445,38790
ADD_LINK,44204,85944
ADD_LINK,79077,24345
ADD_LINK,57071,34787
REMOVE_LINK,78226,61223
CHECK_CONNECTIVITY,8461,3494
CHECK_CONNECTIVITY,15734,49000
ADD_LINK,43877,79732
REMOVE_LINK,72638,68019
ADD_LINK,58148,61299
CHECK_CONNECTIVITY,59443,38915
REMOVE_LINK,51201,80338
ADD_LINK,46460,17158
REMOVE_LINK,37646,33014
ADD_LINK,40540,48812
CHECK_CONNECTIVITY,145,79323
ADD_LINK,82938,30833
ADD_LINK,10301,44492
REMOVE_LINK,4243,86535
ADD_LINK,88198,53270
ADD_LINK,17475,26629
CHECK_CONNECTIVITY,74557,9949
REMOVE_LINK,42628,38435
ADD_LINK,73694,81618
CHECK_CONNECTIVITY,70664,17372
ADD_LINK,49124,4016
ADD_LINK,83700,18645
REMOVE_LINK,69195,40686
REMOVE_LINK,42095,81649
ADD_LINK,25507,60530
ADD_LINK,50206,38208
ADD_LINK,88287,50935
REMOVE_LINK,84927,81241
ADD_LINK,89455,10993
REMOVE_LINK,88873,4381
REMOVE_LINK,84644,79040
ADD_LINK,8529,31620
REMOVE_LINK,19314,71460
ADD_LINK,42901,45451
CHECK_CONNECTIVITY,71931,67043
CHECK_CONNECTIVITY,48421,29875
REMOVE_LINK,72311,38494
REMOVE_LINK,48257,14581
CHECK_CONNECTIVITY,19775,27635
ADD_LINK,58341,47549
REMOVE_LINK,42785,14675
REMOVE_LINK,58780,26406
CHECK_CONNECTIVITY,41766,2513
REMOVE_LINK,50446,89331
ADD_LINK,2272,53407
ADD_LINK,73002,2238
ADD_LINK,71982,20250
REMOVE_LINK,62313,44680
REMOVE_LINK,53310,49259
CHECK_CONNECTIVITY,49549,78976
CHECK_CONNECTIVITY,23040,38588
ADD_LINK,34869,49286
CHECK_CONNECTIVITY,16445,71736
ADD_LINK,51959,77277
REMOVE_LINK,17333,4291
REMOVE_LINK,54912,10880
CHECK_CONNECTIVITY,15596,51953
CHECK_CONNECTIVITY,79346,42493
CHECK_CONNECTIVITY,75771,496
REMOVE_LINK,30310,40500
CHECK_CONNECTIVITY,54913,13231
REMOVE_LINK,15815,26185
ADD_LINK,187,15808
ADD_LINK,14078,31731
ADD_LINK,32012,80914
CHECK_CONNECTIVITY,7324,55582
CHECK_CONNECTIVITY,42017,32452
CHECK_CONNECTIVITY,27516,38921
ADD_LINK,54244,26202
ADD_LINK,83122,61463
CHECK_CONNECTIVITY,25162,66997
REMOVE_LINK,88098,33566
ADD_LINK,34125,25892
CHECK_CONNECTIVITY,80702,45132
REMOVE_LINK,56101,58976
ADD_LINK,72164,59432
REMOVE_LINK,54906,46719
ADD_LINK,19142,77700
REMOVE_LINK,11046,19720
CHECK_CONNECTIVITY,45332,61207
REMOVE_LINK,63766,88736
REMOVE_LINK,79906,36497
CHECK_CONNECTIVITY,62911,26915
ADD_LINK,3835,59196
REMOVE_LINK,12520,79261
CHECK_CONNECTIVITY,38684,17695
REMOVE_LINK,87299,36995
CHECK_CONNECTIVITY,74543,84478
ADD_LINK,60622,35631
CHECK_CONNECTIVITY,19008,37322
REMOVE_LINK,34686,38992
REMOVE_LINK,4119,88328
ADD_LINK,80152,8499
CHECK_CONNECTIVITY,9536,86528
ADD_LINK,36711,14847
REMOVE_LINK,33624,80699
REMOVE_LINK,12674,48556
REMOVE_LINK,66888,41292
REMOVE_LINK,15228,85092
CHECK_CONNECTIVITY,18551,9860
REMOVE_LINK,16627,88012
ADD_LINK,33610,69272
CHECK_CONNECTIVITY,29563,40524
ADD_LINK,60802,80432
ADD_LINK,14354,45674
CHECK_CONNECTIVITY,65376,88705
CHECK_CONNECTIVITY,86561,85587
CHECK_CONNECTIVITY,9287,42533
ADD_LINK,87779,85912
ADD_LINK,88910,7117
REMOVE_LINK,88536,21248
REMOVE_LINK,46812,84541
ADD_LINK,80193,84209
REMOVE_LINK,49910,65749
CHECK_CONNECTIVITY,21865,69619
CHECK_CONNECTIVITY,52922,53247
CHECK_CONNECTIVITY,11291,7911
ADD_LINK,64277,11794
REMOVE_LINK,8289,19558
ADD_LINK,34232,34399
CHECK_CONNECTIVITY,67929,29726
REMOVE_LINK,79487,37233
ADD_LINK,36083,44482
REMOVE_LINK,18162,49145
ADD_LINK,51127,4240
ADD_LINK,83965,84199
ADD_LINK,22507,69006
REMOVE_LINK,64583,10860
ADD_LINK,83053,31499
REMOVE_LINK,58265,77159
ADD_LINK,38974,2929
CHECK_CONNECTIVITY,39476,73831
CHECK_CONNECTIVITY,36455,47224
CHECK_CONNECTIVITY,19525,5328
CHECK_CONNECTIVITY,83461,57167
REMOVE_LINK,69086,49731
ADD_LINK,15657,53200
REMOVE_LINK,67163,62955
ADD_LINK,46487,29362
REMOVE_LINK,81687,34696
ADD_LINK,45458,79166
ADD_LINK,73858,48432
REMOVE_LINK,43963,59330
REMOVE_LINK,67732,51465
CHECK_CONNECTIVITY,11372,34601
REMOVE_LINK,69326,33963
CHECK_CONNECTIVITY,13711,8367
REMOVE_LINK,4034,62885
REMOVE_LINK,25403,57906
ADD_LINK,30488,22035
ADD_LINK,16511,21472
ADD_LINK,25937,5807
ADD_LINK,45255,66842
REMOVE_LINK,66332,53095
REMOVE_LINK,22068,33896
CHECK_CONNECTIVITY,56849,29479
CHECK_CONNECTIVITY,46527,81539
ADD_LINK,34320,16163
CHECK_CONNECTIVITY,66853,56207
CHECK_CONNECTIVITY,36083,11502
REMOVE_LINK,71060,54069
REMOVE_LINK,69946,54707
ADD_LINK,65884,67742
ADD_LINK,80636,115
CHECK_CONNECTIVITY,20970,83369
CHECK_CONNECTIVITY,58232,50899
ADD_LINK,81704,82681
REMOVE_LINK,62853,64575
CHECK_CONNECTIVITY,13650,57848
ADD_LINK,13195,11232
ADD_LINK,20484,44219
CHECK_CONNECTIVITY,55311,37795
CHECK_CONNECTIVITY,57696,19851
REMOVE_LINK,60415,88288
REMOVE_LINK,77445,8913
CHECK_CONNECTIVITY,50440,31894
REMOVE_LINK,67229,57603
CHECK_CONNECTIVITY,13877,6337
ADD_LINK,81556,63255
ADD_LINK,34576,76888
CHECK_CONNECTIVITY,17565,79644
ADD_LINK,64113,67477
REMOVE_LINK,78977,50285
CHECK_CONNECTIVITY,37982,43642
ADD_LINK,78900,68714
CHECK_CONNECTIVITY,36427,42887
ADD_LINK,63372,71631
CHECK_CONNECTIVITY,39172,13203
CHECK_CONNECTIVITY,2688,4547
ADD_LINK,69693,27663
CHECK_CONNECTIVITY,21463,52143
CHECK_CONNECTIVITY,10064,18262
REMOVE_LINK,38634,19564
ADD_LINK,21157,51658
REMOVE_LINK,40089,38123
ADD_LINK,11072,30640
ADD_LINK,9082,61055
ADD_LINK,13333,3378
REMOVE_LINK,12197,32669
ADD_LINK,86094,11478
ADD_LINK,19859,1753
ADD_LINK,86256,73756
CHECK_CONNECTIVITY,39431,49883
REMOVE_LINK,62460,15728
REMOVE_LINK,83131,25942
REMOVE_LINK,36413,77408
ADD_LINK,67969,81944
ADD_LINK,52052,87682
ADD_LINK,75127,4356
REMOVE_LINK,29807,57838
ADD_LINK,22901,66847
REMOVE_LINK,89662,4238
REMOVE_LINK,89126,71831
ADD_LINK,68410,78987
ADD_LINK,85889,20565
CHECK_CONNECTIVITY,2884,17342
ADD_LINK,55549,48074
REMOVE_LINK,49691,75006
REMOVE_LINK,75414,64498
REMOVE_LINK,74,61982
CHECK_CONNECTIVITY,54856,64017
CHECK_CONNECTIVITY,45476,28284
ADD_LINK,64361,62777
CHECK_CONNECTIVITY,37381,26888
REMOVE_LINK,51531,31450
ADD_LINK,66005,34738
CHECK_CONNECTIVITY,60030,33130
ADD_LINK,1755,76654
REMOVE_LINK,69120,34673
ADD_LINK,29734,66450
ADD_LINK,52599,77720
REMOVE_LINK,3296,33445
ADD_LINK,77348,33763
ADD_LINK,35702,34995
REMOVE_LINK,16391,56758
ADD_LINK,73551,48893
REMOVE_LINK,52118,53366
ADD_LINK,31097,72348
ADD_LINK,50017,56456
ADD_LINK,11346,63233
CHECK_CONNECTIVITY,63442,22817
CHECK_CONNECTIVITY,65207,55580
CHECK_CONNECTIVITY,73201,23839
ADD_LINK,82206,82989
CHECK_CONNECTIVITY,34138,56333
ADD_LINK,68103,35891
CHECK_CONNECTIVITY,29424,56175
REMOVE_LINK,10725,5728
REMOVE_LINK,16226,61888
CHECK_CONNECTIVITY,66105,66012
ADD_LINK,56392,45559
CHECK_CONNECTIVITY,75296,35788
REMOVE_LINK,83071,88796
CHECK_CONNECTIVITY,41924,73017
REMOVE_LINK,59882,14000
ADD_LINK,81218,67562
ADD_LINK,57515,45583
CHECK_CONNECTIVITY,23422,62708
REMOVE_LINK,13008,44954
REMOVE_LINK,36021,36149
ADD_LINK,32903,67812
ADD_LINK,1833,77074
ADD_LINK,17324,8450
REMOVE_LINK,7426,54318
REMOVE_LINK,24359,38024
CHECK_CONNECTIVITY,52003,37977
CHECK_CONNECTIVITY,82244,40729
REMOVE_LINK,61915,73688
REMOVE_LINK,47361,45350
ADD_LINK,49116,7521
REMOVE_LINK,86477,12057
CHECK_CONNECTIVITY,72612,21534
CHECK_CONNECTIVITY,30137,83970
CHECK_CONNECTIVITY,9874,45
REMOVE_LINK,88336,20285
REMOVE_LINK,82481,14
REMOVE_LINK,28455,86328
REMOVE_LINK,53254,77686
ADD_LINK,71444,17555
CHECK_CONNECTIVITY,58092,59824
REMOVE_LINK,22139,73642
CHECK_CONNECTIVITY,38649,67524
CHECK_CONNECTIVITY,17617,47340
ADD_LINK,40420,38553
REMOVE_LINK,41838,85177
ADD_LINK,18626,50973
ADD_LINK,85560,47647
CHECK_CONNECTIVITY,40495,11011
REMOVE_LINK,31130,35981
ADD_LINK,52357,52206
REMOVE_LINK,25904,20694
CHECK_CONNECTIVITY,49283,50578
ADD_LINK,84938,46585
REMOVE_LINK,12684,81891
CHECK_CONNECTIVITY,46369,60112
ADD_LINK,89107,63643
ADD_LINK,71203,12558
ADD_LINK,59788,33066
CHECK_CONNECTIVITY,27813,81421
CHECK_CONNECTIVITY,14332,24618
REMOVE_LINK,75306,86722
CHECK_CONNECTIVITY,82879,28830
CHECK_CONNECTIVITY,88996,16535
ADD_LINK,56424,1213
ADD_LINK,83558,3741
REMOVE_LINK,9659,81316
CHECK_CONNECTIVITY,6885,49355
ADD_LINK,63394,48769
REMOVE_LINK,65251,62539
REMOVE_LINK,15400,13182
REMOVE_LINK,7469,37597
REMOVE_LINK,3657,16260
ADD_LINK,7158,32330
ADD_LINK,61010,11136
CHECK_CONNECTIVITY,46884,27448
REMOVE_LINK,81284,26448
ADD_LINK,81128,34583
ADD_LINK,42019,42681
CHECK_CONNECTIVITY,20153,63580
REMOVE_LINK,30864,33134
ADD_LINK,786,38044
CHECK_CONNECTIVITY,77426,67338
CHECK_CONNECTIVITY,26713,74813
CHECK_CONNECTIVITY,10205,84861
CHECK_CONNECTIVITY,71595,5939
ADD_LINK,89750,61446
CHECK_CONNECTIVITY,64463,3831
REMOVE_LINK,23101,59146
ADD_LINK,34128,10741
REMOVE_LINK,29778,11532
CHECK_CONNECTIVITY,60857,21739
REMOVE_LINK,28284,67094
ADD_LINK,59472,52187
ADD_LINK,22315,39869
REMOVE_LINK,49816,30079
ADD_LINK,32488,19615
ADD_LINK,53214,69176
REMOVE_LINK,10459,15676
ADD_LINK,7988,4278
ADD_LINK,18998,29404
CHECK_CONNECTIVITY,54299,30356
REMOVE_LINK,30636,9591
REMOVE_LINK,72582,27974
REMOVE_LINK,38458,64628
CHECK_CONNECTIVITY,54175,80369
REMOVE_LINK,56685,49271
REMOVE_LINK,10209,78626
CHECK_CONNECTIVITY,35676,71393
REMOVE_LINK,21186,23447
ADD_LINK,29162,49082
CHECK_CONNECTIVITY,89961,57747
ADD_LINK,960,19455
ADD_LINK,65146,53702
REMOVE_LINK,30327,81315
ADD_LINK,59922,3309
CHECK_CONNECTIVITY,78651,46356
CHECK_CONNECTIVITY,72060,65424
ADD_LINK,61871,49877
REMOVE_LINK,41856,5855
ADD_LINK,19846,58840
CHECK_CONNECTIVITY,66878,63643
ADD_LINK,72286,67852
REMOVE_LINK,20969,34455
CHECK_CONNECTIVITY,21558,36299
CHECK_CONNECTIVITY,25979,89397
ADD_LINK,270,16549
CHECK_CONNECTIVITY,14686,85017
CHECK_CONNECTIVITY,33125,78726
REMOVE_LINK,61720,48287
REMOVE_LINK,64966,70120
ADD_LINK,45698,60755
REMOVE_LINK,74402,70286
REMOVE_LINK,26583,69348
ADD_LINK,85493,40763
CHECK_CONNECTIVITY,64134,54111
REMOVE_LINK,64197,88162
ADD_LINK,18049,87144
ADD_LINK,71642,61776
REMOVE_LINK,85247,26552
REMOVE_LINK,24501,19810
ADD_LINK,36779,6508
REMOVE_LINK,56459,37169
REMOVE_LINK,55249,71359
REMOVE_LINK,56415,46953
CHECK_CONNECTIVITY,15833,52304
REMOVE_LINK,88908,68542
CHECK_CONNECTIVITY,81677,65658
ADD_LINK,34402,8493
REMOVE_LINK,12375,44414
REMOVE_LINK,16612,69814
ADD_LINK,77624,58165
CHECK_CONNECTIVITY,48753,37689
ADD_LINK,75426,10894
CHECK_CONNECTIVITY,912,23284
REMOVE_LINK,15950,76989
REMOVE_LINK,66964,60927
ADD_LINK,86916,34220
REMOVE_LINK,8211,85040
REMOVE_LINK,53584,42843
CHECK_CONNECTIVITY,49700,85358
REMOVE_LINK,18444,30917
ADD_LINK,78684,35673
CHECK_CONNECTIVITY,75885,11935
CHECK_CONNECTIVITY,84098,33869
CHECK_CONNECTIVITY,72942,72726
ADD_LINK,8040,57219
CHECK_CONNECTIVITY,73678,16842
CHECK_CONNECTIVITY,61802,67644
ADD_LINK,89221,34350
ADD_LINK,87553,64522
ADD_LINK,52668,17966
REMOVE_LINK,35820,7297
CHECK_CONNECTIVITY,55006,64836
REMOVE_LINK,47273,65883
CHECK_CONNECTIVITY,56543,69208
REMOVE_LINK,32984,21364
CHECK_CONNECTIVITY,43968,19184
ADD_LINK,33605,48736
REMOVE_LINK,37920,84923
ADD_LINK,8284,52512
ADD_LINK,73236,8291
REMOVE_LINK,65061,46604
CHECK_CONNECTIVITY,20081,46521
CHECK_CONNECTIVITY,59201,25450
REMOVE_LINK,53316,2408
REMOVE_LINK,11435,84266
ADD_LINK,60615,9299
ADD_LINK,24733,3160
REMOVE_LINK,59877,29852
ADD_LINK,31089,38737
ADD_LINK,24030,52825
REMOVE_LINK,60712,16109
ADD_LINK,53644,59408
REMOVE_LINK,44505,24925
REMOVE_LINK,32440,59478
ADD_LINK,16237,85964
ADD_LINK,69760,83948
CHECK_CONNECTIVITY,80600,52810
ADD_LINK,9827,84808
ADD_LINK,29865,64929
CHECK_CONNECTIVITY,60714,35800
CHECK_CONNECTIVITY,37583,11086
CHECK_CONNECTIVITY,46412,52968
REMOVE_LINK,89539,63927
REMOVE_LINK,63567,46424
CHECK_CONNECTIVITY,83986,53000
ADD_LINK,74837,48201
CHECK_CONNECTIVITY,14022,41054
REMOVE_LINK,508,81122
ADD_LINK,22607,57804
ADD_LINK,61488,38135
ADD_LINK,22636,46077
ADD_LINK,6819,66865
ADD_LINK,63447,21901
CHECK_CONNECTIVITY,87979,37268
ADD_LINK,51245,89549
REMOVE_LINK,17791,4638
CHECK_CONNECTIVITY,36225,45012
CHECK_CONNECTIVITY,13970,26512
REMOVE_LINK,54007,8969
REMOVE_LINK,53106,44379
CHECK_CONNECTIVITY,22698,67494
CHECK_CONNECTIVITY,44802,32642
ADD_LINK,59065,25597
